Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,URL,img_URL,Regular-Price,Final-Price,TIKI-NOW,Installment,Page,Location
1821973,1821975,7744334004817,Mặt Nạ Ngủ Dưỡng Ẩm Và Thanh Lọc Da Laneige Miniature Water Sleeping Mask (25ml),Laneige,https://tiki.vn//mat-na-ngu-duong-am-va-thanh-loc-da-laneige-miniature-water-sleeping-mask-25ml-p1821973.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/c1/21/cb/3a5e0c2defb74edf709baecb7102f116.jpg,184.000đ                                            -34%,184.000đ                                            -34%,YES,,4,3
13325695,13325696,7751291428655,Bộ Sản Phẩm Ngăn Ngừa Mụn Acnes,Acnes,https://tiki.vn//bo-san-pham-ngan-ngua-mun-acnes-p13325695.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/d8/66/83/de4c57f80cc93084059545ec9df8706f.jpg,209.000đ                                            -18%,209.000đ                                            -18%,YES,,4,4
39180106,42967997,6889508453396,Tinh chất chống lão hóa da The Ordinary Retinol 1% in Squalane 30ml,The Ordinary,https://tiki.vn//tinh-chat-chong-lao-hoa-da-the-ordinary-retinol-1-in-squalane-30ml-p39180106.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/bb/2e/5a/9dbcb47292c23002b8bd2ed1e97d41c3.jpg,269.000đ                                            -34%,269.000đ                                            -34%,YES,,4,5
3490391,52418941,3548828311191,Dung Dịch Loại Bỏ Tế Bào Chết 2% BHA Paula's Choice Skin Perfecting 2% BHA Liquid Exfoliant (118ml),Paula’s Choice,https://tiki.vn//dung-dich-loai-bo-te-bao-chet-2-bha-paula-s-choice-skin-perfecting-2-bha-liquid-exfoliant-118ml-p3490391.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/06/71/ad/a4ca98181c2b34a2c736abc7e09fe53f.jpg,750.000đ                                            -18%,750.000đ                                            -18%,YES,,4,6
52629204,57033098,4247789362806,"Máy rửa mặt làm sạch bụi bẩn, bã nhờn và lớp trang điểm thừa có khả năng massage kích thích tuần hoàn máu - Giao màu ngẫu nhiên",OEM,https://tiki.vn//may-rua-mat-lam-sach-bui-ban-ba-nhon-va-lop-trang-diem-thua-co-kha-nang-massage-kich-thich-tuan-hoan-mau-giao-mau-ngau-nhien-p52629204.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/bf/95/d8/18e2ae73f36caef3dac14724a2d3c72e.jpg,46.850đ                                            -84%,46.850đ                                            -84%,YES,,4,7
10770097,59163949,7317404908935,Gel Dưỡng Da I’m From Vitamin Tree Water Gel,I'm From,https://tiki.vn//gel-duong-da-i-m-from-vitamin-tree-water-gel-p10770097.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5d/12/04/71aa27d15ac7453af7fee02ab5774087.jpg,279.000đ                                            -38%,279.000đ                                            -38%,YES,,4,8
1524443,1525359,6942923408461,Sữa Chống Nắng Anessa Perfect UV Sunscreen Skincare Milk Spf50+ Pa++++ (20ml),ANESSA,https://tiki.vn//kem-chong-nang-anessa-perfect-uv-sunscreen-skincare-milk-spf50-pa-20ml-p1524443.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/82/a1/eb/150e11c71618b46184baa1db2f6485c8.jpg,174.900đ                                            -36%,174.900đ                                            -36%,YES,,4,9
17459680,53018425,8628325039097,Kem Dưỡng Trắng Da Ban Đêm Senka White Beauty Glow Gel Cream 50g,Senka,https://tiki.vn//kem-duong-trang-da-ban-dem-senka-white-beauty-glow-gel-cream-50g-p17459680.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/fe/6f/00/844bd9e4c07062fd1c7a5d4418a6a154.jpg,184.000đ                                            -26%,184.000đ                                            -26%,YES,,4,10
400328,58698218,1338493576818,Kem Dưỡng Trắng Da Ban Đêm L'Oreal White Perfect - 50ml,L'ORÉAL,https://tiki.vn//kem-duong-trang-da-ban-dem-l-oreal-white-perfect-50ml-p400328.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/media/catalog/product/w/p/wp_night.jpg,139.000đ                                            -22%,139.000đ                                            -22%,YES,,4,11
1524451,24468565,4505427887075,Kem chống nắng dưỡng trắng Anessa Whitening UV Sunscreen Gel Spf 50+ Pa++++ (90g),ANESSA,https://tiki.vn//kem-chong-nang-duong-trang-anessa-whitening-uv-sunscreen-gel-spf-50-pa-90g-p1524451.html?src=category-page-1520.1582&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/5f/89/87/5dd20774a722c9bbedae39a2c7692fb5.jpg,352.000đ                                            -36%,352.000đ                                            -36%,YES,,4,12
