Product-id,Seller-id,Product-SKU,Product-Title,Product-Brand,Author,URL,img_URL,Regular-Price,Final-Price,Comment,TIKI-NOW,Rating,Installment,Page,Location
13238747,13238748,3115411087889,Đệm ngồi lót ghế cao su thoáng khí tuần hoàn êm ái E3-L206,OEM,,https://tiki.vn/dem-ngoi-lot-ghe-cao-su-thoang-khi-tuan-hoan-em-ai-e3-l206-p13238747.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/81/1e/bc/48116f027106f799f309741eacc9cee4.jpg,390.000đ,388.000đ                                            -1%,6 nhận xét,YES,40%,,11,25
44965238,44965244,5554908018292,Chăn Chần Phối Thắng Lợi - TK2A,Thắng Lợi,,https://tiki.vn/chan-chan-phoi-thang-loi-tk2a-p44965238.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/dc/d9/2e/8f51031ae948b4d726d53a7a6d6f343a.jpg,235.000đ,220.000đ                                            -6%,2 nhận xét,YES,90%,,11,26
23290724,56234761,8271625555042,Chiếu Trúc Việt Nam Cao Cấp,OEM,,https://tiki.vn/chieu-truc-viet-nam-cao-cap-p23290724.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/3e/95/14/4073155dcba894f758b81510ae6426a3.jpg,1.000.000đ,580.000đ                                            -42%,15 nhận xét,YES,54%,,11,27
34344357,56547190,9965426738801,Chiếu Trúc Vân Gỗ Sồi Thái Lan Cao Cấp_Hàng nhập khẩu (Không vỏ gối),OEM,,https://tiki.vn/chie-u-tru-c-van-go-so-i-tha-i-lan-cao-ca-p_ha-ng-nha-p-kha-u-khong-vo-goi-p34344357.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/65/28/96/9dba8192cacb4d5706075063ed3bd4d1.jpg,850.000đ,299.000đ                                            -65%,12 nhận xét,YES,80%,,11,28
40902810,43854443,6845943280287,Bộ ga không mền Drap24 - M21,Drap24,,https://tiki.vn/bo-ga-khong-men-drap24-m21-p40902810.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/22/19/0a/341e2191da85aca6f3fff7111686a92e.jpg,649.000đ,99.000đ                                            -85%,7 nhận xét,YES,84%,,11,29
26139560,26139561,5265089284689,Miếng Chụp Tai Chống Tiếng Ổn Và Giữ Ấm Có Khung Đỡ Gáy Giúp Bạn Giảm Mỏi Cơ,OEM,,https://tiki.vn/mieng-chup-tai-chong-tieng-on-va-giu-am-co-khung-do-gay-giup-ban-giam-moi-co-p26139560.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/9d/23/31/c25065b992486a81dac5702ce252c01d.jpeg,65.000đ,39.000đ                                            -40%,2 nhận xét,YES,50%,,11,30
54930566,62309153,7386289256400,Ruột gối nằm ép hơi 40x60 (2 cái),OEM,,https://tiki.vn/ruot-goi-nam-ep-hoi-40x60-2-cai-p54930566.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/ae/a9/27/d6ab6a3763990131e6ce32e0796e27d3.jpg,180.000đ,88.000đ                                            -51%,2 nhận xét,YES,90%,,11,31
25708160,53995190,8427851094125,Màn Tuyn Chống Muỗi Cao Cấp 2m5 x 2m,OEM,,https://tiki.vn/man-tuyn-chong-muoi-cao-cap-2m5-x-2m-p25708160.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/43/d8/77/f95ce2f4821c98b57323d747924c946f.jpg,300.000đ,135.000đ                                            -55%,6 nhận xét,YES,98%,,11,32
41330638,41330640,8552235614450,"Gối tựa lưng vuông trang trí, gối vuông sofa  Hoa Hướng Dương vải bố cao cấp",OEM,,https://tiki.vn/goi-tua-lung-vuong-trang-tri-goi-vuong-sofa-hoa-huong-duong-vai-bo-cao-cap-p41330638.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/f9/50/bd/e7d9038e2e5139ea8c27d75b92618f1c.jpg,95.000đ,85.000đ                                            -11%,9 nhận xét,YES,80%,,11,33
7749653,58961550,6242119751792,Ruột Chăn Chần Hè Chần Bông Cao Cấp Nhập Khẩu RCH,OEM,,https://tiki.vn/ruot-chan-chan-he-chan-bong-cao-cap-nhap-khau-rch-p7749653.html?src=category-page-1883.8313&2hi=0,https://salt.tikicdn.com/cache/280x280/ts/product/23/12/f7/a69e6e31ba24dc7d46086e5415cc0ee9.jpg,249.000đ,204.000đ                                            -18%,7 nhận xét,YES,74%,,11,34
